business,title,where,when,apply,remote,requisits,requisits_compleixes,requisits_no_compleixes,numero_requisits,numero_requisits_compleixes,numero_requisits_no_compleixes
NVIDIA,"Manager, LLM Accuracy Evaluation",España,Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,En remoto,"['Ciencias de la computación', 'Comunicación', 'Habilidades sociales', 'Dirección de equipos\nAñadir', 'Fiabilidad\nAñadir', 'Gestión de recursos\nAñadir', 'MLOps\nAñadir', 'NIM\nAñadir', 'Trabajo en equipo\nAñadir', 'Triton\nAñadir']","['Ciencias de la computación', 'Comunicación', 'Habilidades sociales']","['Dirección de equipos\nAñadir', 'Fiabilidad\nAñadir', 'Gestión de recursos\nAñadir', 'MLOps\nAñadir', 'NIM\nAñadir', 'Trabajo en equipo\nAñadir', 'Triton\nAñadir']",10.0,3.0,7.0
AstraZeneca,Statistical Programmer CVRM,"Barcelona, Cataluña, España",hace 1 semana,40 solicitudes,Jornada completa,"['Habilidades sociales', 'Programación', 'Programación estadística', 'SAS', 'Comunicación interpersonal\nAñadir', 'Estándares CDISC\nAñadir', 'Industry standards\nAñadir', 'Macro\nAñadir', 'Presentaciones regulatorias\nAñadir', 'SDTM\nAñadir']","['Habilidades sociales', 'Programación', 'Programación estadística', 'SAS']","['Comunicación interpersonal\nAñadir', 'Estándares CDISC\nAñadir', 'Industry standards\nAñadir', 'Macro\nAñadir', 'Presentaciones regulatorias\nAñadir', 'SDTM\nAñadir']",10.0,4.0,6.0
Vicomtech,Administrador HPC y MLOps,"País Vasco / Euskadi, España",Publicado de nuevo hace 1 semana,15 solicitudes,Jornada completa,"['Ciencias de la computación', 'Docker', 'Linux', 'Bases de datos\nAñadir', 'Configuración de red\nAñadir', 'HCP\nAñadir', 'Informática de alto rendimiento\nAñadir', 'MLOps\nAñadir', 'Servicios en la nube\nAñadir']","['Ciencias de la computación', 'Docker', 'Linux']","['Bases de datos\nAñadir', 'Configuración de red\nAñadir', 'HCP\nAñadir', 'Informática de alto rendimiento\nAñadir', 'MLOps\nAñadir', 'Servicios en la nube\nAñadir']",9.0,3.0,6.0
Sartorius,Python Developer (x|f|m) - Hybrid,"Madrid, Comunidad de Madrid, España",Publicado de nuevo hace 1 semana,51 solicitudes,Híbrido,"['C#', 'Programación de aplicaciones', 'Python', 'SQL', 'IronPython\nAñadir', 'Representational State Transfer\nAñadir', 'Resolución de problemas de software\nAñadir', 'SOAP\nAñadir', 'Soluciones de software\nAñadir', 'Solution-oriented\nAñadir']","['C#', 'Programación de aplicaciones', 'Python', 'SQL']","['IronPython\nAñadir', 'Representational State Transfer\nAñadir', 'Resolución de problemas de software\nAñadir', 'SOAP\nAñadir', 'Soluciones de software\nAñadir', 'Solution-oriented\nAñadir']",10.0,4.0,6.0
Merkle España,Data Engineer,"Madrid, Comunidad de Madrid, España",hace 1 semana,20 solicitudes,Híbrido,"['Desarrollo de software', 'Docker', 'Hadoop', 'Python', 'Amazon Web Services (AWS)\nAñadir', 'Apache Spark\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Google Cloud\nAñadir', 'Microsoft Azure\nAñadir', 'Web Services API\nAñadir']","['Desarrollo de software', 'Docker', 'Hadoop', 'Python']","['Amazon Web Services (AWS)\nAñadir', 'Apache Spark\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Google Cloud\nAñadir', 'Microsoft Azure\nAñadir', 'Web Services API\nAñadir']",10.0,4.0,6.0
Compass Lexecon,Analyst (2024-25 Start),"Madrid, Comunidad de Madrid, España",Publicado de nuevo hace 1 mes,Más de 100 solicitudes,Híbrido,"['Capacidad de análisis', 'Comunicación', 'Resolución de problemas', 'Aptitudes de organización\nAñadir', 'Conferencia audio\nAñadir', 'Econometría\nAñadir', 'Microeconomía\nAñadir', 'Necesidades empresariales\nAñadir', 'Skilled Multi-tasker\nAñadir', 'Stata\nAñadir']","['Capacidad de análisis', 'Comunicación', 'Resolución de problemas']","['Aptitudes de organización\nAñadir', 'Conferencia audio\nAñadir', 'Econometría\nAñadir', 'Microeconomía\nAñadir', 'Necesidades empresariales\nAñadir', 'Skilled Multi-tasker\nAñadir', 'Stata\nAñadir']",10.0,3.0,7.0
Dow Jones,Machine Learning Engineer,"Barcelona, Cataluña, España",Publicado de nuevo hace 3 semanas,Más de 100 solicitudes,Híbrido,"['Aprendizaje automático', 'Ciencia de datos', 'Ciencias de la computación', 'Ingeniería de datos', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Reconocimiento de patrones', 'Control de versiones\nAñadir', 'Indización\nAñadir', 'Industrial Experience\nAñadir']","['Aprendizaje automático', 'Ciencia de datos', 'Ciencias de la computación', 'Ingeniería de datos', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Reconocimiento de patrones']","['Control de versiones\nAñadir', 'Indización\nAñadir', 'Industrial Experience\nAñadir']",10.0,7.0,3.0
Audax Renovables,Qlik Report Developer,"Badalona, Cataluña, España",hace 4 días,34 solicitudes,Híbrido,"['Microsoft Excel', 'SQL', 'Datasets\nAñadir', 'Tableau\nAñadir']","['Microsoft Excel', 'SQL']","['Datasets\nAñadir', 'Tableau\nAñadir']",4.0,2.0,2.0
MoonPay,Growth Data Scientist,"Madrid, Comunidad de Madrid, España",hace 1 semana,16 solicitudes,Jornada completa,"['Ciencia de datos', 'Estadística', 'Minería de datos', 'Visualización de datos', 'Análisis web\nAñadir', 'Google BigQuery\nAñadir', 'Modelado de datos\nAñadir', 'Modelos predictivos\nAñadir', 'Probabilidad\nAñadir', 'Web Tracking\nAñadir']","['Ciencia de datos', 'Estadística', 'Minería de datos', 'Visualización de datos']","['Análisis web\nAñadir', 'Google BigQuery\nAñadir', 'Modelado de datos\nAñadir', 'Modelos predictivos\nAñadir', 'Probabilidad\nAñadir', 'Web Tracking\nAñadir']",10.0,4.0,6.0
Eaton,Join Eaton’s Data Center Team!,España,Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,En remoto,"['Ingeniería eléctrica', 'Baja tensión eléctrica\nAñadir', 'Centro de datos\nAñadir', 'Cuentas clave\nAñadir', 'Desarrollo empresarial\nAñadir', 'Detección de averías eléctricas\nAñadir', 'Gestión de productos\nAñadir', 'Gestión de ventas\nAñadir', 'Media tensión\nAñadir', 'Sistemas de alimentación ininterrumpida\nAñadir']",['Ingeniería eléctrica'],"['Baja tensión eléctrica\nAñadir', 'Centro de datos\nAñadir', 'Cuentas clave\nAñadir', 'Desarrollo empresarial\nAñadir', 'Detección de averías eléctricas\nAñadir', 'Gestión de productos\nAñadir', 'Gestión de ventas\nAñadir', 'Media tensión\nAñadir', 'Sistemas de alimentación ininterrumpida\nAñadir']",10.0,1.0,9.0
Vicomtech,Researcher in Artificial Intelligence,"País Vasco / Euskadi, España",Publicado de nuevo hace 1 semana,Más de 100 solicitudes,Jornada completa,"['Aprendizaje automático', 'C++', 'Docker', 'Inteligencia artificial', 'Investigación y desarrollo (I+D)', 'Python', 'Redes neuronales artificiales', 'Educación\nAñadir', 'Programación neurolingüística (PNL)\nAñadir', 'Software embebido\nAñadir']","['Aprendizaje automático', 'C++', 'Docker', 'Inteligencia artificial', 'Investigación y desarrollo (I+D)', 'Python', 'Redes neuronales artificiales']","['Educación\nAñadir', 'Programación neurolingüística (PNL)\nAñadir', 'Software embebido\nAñadir']",10.0,7.0,3.0
Industria,Ingeniero de datos,Murcia y alrededores,hace 1 semana,39 solicitudes,Jornada completa,NA,NA,NA,2.0,2.0,2.0
AB Neo Spain,Research And Development Specialist,"Lérida, Cataluña, España",hace 1 semana,34 solicitudes,Híbrido,"['Analítica de datos', 'Capacidad de análisis', 'Análisis estadístico\nAñadir', 'Elaboración de informes\nAñadir', 'Investigación\nAñadir', 'Literatura\nAñadir', 'Procesos judiciales\nAñadir', 'Software estadístico\nAñadir']","['Analítica de datos', 'Capacidad de análisis']","['Análisis estadístico\nAñadir', 'Elaboración de informes\nAñadir', 'Investigación\nAñadir', 'Literatura\nAñadir', 'Procesos judiciales\nAñadir', 'Software estadístico\nAñadir']",8.0,2.0,6.0
Teladoc Health,Account Management & Data Analytics,"Barcelona, Cataluña, España",hace 2 semanas,88 solicitudes,Jornada completa,"['Capacidad de análisis', 'Comunicación', 'Atención al detalle\nAñadir', 'Comunicación interpersonal\nAñadir', 'Estudio de caso\nAñadir', 'Experiencia del cliente\nAñadir', 'Gestión de cuentas\nAñadir', 'Presentaciones\nAñadir', 'Presentaciones a clientes\nAñadir', 'Relación con el cliente\nAñadir']","['Capacidad de análisis', 'Comunicación']","['Atención al detalle\nAñadir', 'Comunicación interpersonal\nAñadir', 'Estudio de caso\nAñadir', 'Experiencia del cliente\nAñadir', 'Gestión de cuentas\nAñadir', 'Presentaciones\nAñadir', 'Presentaciones a clientes\nAñadir', 'Relación con el cliente\nAñadir']",10.0,2.0,8.0
Telnyx,Machine Learning Engineer - Conversational AI (LATM / EMEA - Remote),España,Publicado de nuevo hace 2 días,Más de 100 solicitudes,En remoto,"['Ciencias de la computación', 'Desarrollo de software', 'Inteligencia artificial', 'Python', 'Resolución de problemas', 'Distributed Computing\nAñadir', 'Especificaciones técnicas\nAñadir', 'Inteligencia artificial conversacional\nAñadir', 'Sistemas distribuidos\nAñadir', 'Text-to-Speech\nAñadir']","['Ciencias de la computación', 'Desarrollo de software', 'Inteligencia artificial', 'Python', 'Resolución de problemas']","['Distributed Computing\nAñadir', 'Especificaciones técnicas\nAñadir', 'Inteligencia artificial conversacional\nAñadir', 'Sistemas distribuidos\nAñadir', 'Text-to-Speech\nAñadir']",10.0,5.0,5.0
Key Talent Indicator by The Wise Seeker,Data Engineer (Data Vault) - Valencia,"Alicante, Comunidad Valenciana / Comunitat Valenciana, España",hace 2 semanas,25 solicitudes,Híbrido,"['Ciencia de datos', 'Ciencias de la computación', 'Ingeniería de datos', 'Sistema de gestión de bases de datos (SGBD)', 'Actitud positiva\nAñadir', 'Almacenamiento de datos\nAñadir', 'Bases de datos\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Logician\nAñadir', 'Physical Modeling\nAñadir']","['Ciencia de datos', 'Ciencias de la computación', 'Ingeniería de datos', 'Sistema de gestión de bases de datos (SGBD)']","['Actitud positiva\nAñadir', 'Almacenamiento de datos\nAñadir', 'Bases de datos\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Logician\nAñadir', 'Physical Modeling\nAñadir']",10.0,4.0,6.0
Mercadona,ML ENGINEER,"Albalat dels Sorells, Comunidad Valenciana / Comunitat Valenciana, España",hace 2 semanas,93 solicitudes,Jornada completa,"['Git', 'Python', 'SQL', 'Amazon Web Services (AWS)\nAñadir', 'Clean Coding\nAñadir', 'Google Cloud\nAñadir', 'MLOps\nAñadir', 'Microsoft Azure Machine Learning\nAñadir', 'Pronóstico\nAñadir']","['Git', 'Python', 'SQL']","['Amazon Web Services (AWS)\nAñadir', 'Clean Coding\nAñadir', 'Google Cloud\nAñadir', 'MLOps\nAñadir', 'Microsoft Azure Machine Learning\nAñadir', 'Pronóstico\nAñadir']",9.0,3.0,6.0
hiberus,Data Engineer,"Logroño, La Rioja, España",hace 1 semana,42 solicitudes,Híbrido,"['Big data', 'Almacenamiento de datos\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Infraestructura en la nube\nAñadir']",['Big data'],"['Almacenamiento de datos\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Infraestructura en la nube\nAñadir']",4.0,1.0,3.0
Zurich Insurance,Python Developer Intern,"Barcelona, Cataluña, España",Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,Híbrido,"['Desarrollo front end', 'Frameworks de JavaScript', 'Git', 'HTML', 'Hojas de estilos en cascada (CSS)', 'JavaScript', 'Node.js', 'React.js', 'Resolución de problemas', 'Control de versiones\nAñadir']","['Desarrollo front end', 'Frameworks de JavaScript', 'Git', 'HTML', 'Hojas de estilos en cascada (CSS)', 'JavaScript', 'Node.js', 'React.js', 'Resolución de problemas']",['Control de versiones\nAñadir'],10.0,9.0,1.0
Sage,AI ML Engineer,"Barcelona, Cataluña, España",Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,Híbrido,"['Algoritmos', 'Aprendizaje automático', 'Aprendizaje profundo', 'Ciencia de datos', 'Ciencias de la computación', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Visión por computador', 'OpenCV\nAñadir', 'Retoques fotográficos\nAñadir']","['Algoritmos', 'Aprendizaje automático', 'Aprendizaje profundo', 'Ciencia de datos', 'Ciencias de la computación', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Visión por computador']","['OpenCV\nAñadir', 'Retoques fotográficos\nAñadir']",10.0,8.0,2.0
Sandsoft,Senior Data Scientist,"Barcelona, Cataluña, España",hace 2 semanas,28 solicitudes,Jornada completa,"['Analítica de datos', 'Análisis de datos', 'Ciencia de datos', 'Análisis de mercados\nAñadir', 'Campañas de marketing\nAñadir', 'Captación de clientes\nAñadir', 'Conocimientos comerciales\nAñadir', 'Interpretación de datos\nAñadir', 'LTV\nAñadir']","['Analítica de datos', 'Análisis de datos', 'Ciencia de datos']","['Análisis de mercados\nAñadir', 'Campañas de marketing\nAñadir', 'Captación de clientes\nAñadir', 'Conocimientos comerciales\nAñadir', 'Interpretación de datos\nAñadir', 'LTV\nAñadir']",9.0,3.0,6.0
Ayesa,Consultor IA Generativa AWS,"Madrid, Comunidad de Madrid, España",hace 2 semanas,34 solicitudes,Híbrido,"['Análisis de datos', 'Ciencia de datos', 'Amazon Web Services (AWS)\nAñadir', 'IA generativa\nAñadir']","['Análisis de datos', 'Ciencia de datos']","['Amazon Web Services (AWS)\nAñadir', 'IA generativa\nAñadir']",4.0,2.0,2.0
NTT DATA Europe & Latam,MANAGER DATA SCIENTIST LIFE SCIENCE,Madrid y alrededores,Publicado de nuevo hace 1 mes,Más de 100 solicitudes,Híbrido,"['Analítica de datos', 'Big data', 'Ciencia de datos', 'Inteligencia artificial', 'Python', 'SQL', 'Adobe Spark\nAñadir', 'Farmacología\nAñadir', 'Minería de procesos\nAñadir', 'ONG\nAñadir']","['Analítica de datos', 'Big data', 'Ciencia de datos', 'Inteligencia artificial', 'Python', 'SQL']","['Adobe Spark\nAñadir', 'Farmacología\nAñadir', 'Minería de procesos\nAñadir', 'ONG\nAñadir']",10.0,6.0,4.0
BCG X,"AI Engineer, Spain - BCG X","Barcelona, Cataluña, España",hace 2 semanas,55 solicitudes,Jornada completa,"['Algoritmos', 'Ciencia de datos', 'Ciencias de la computación', 'Desarrollo de software', 'Español', 'Inglés', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Redes neuronales convolucionales (CNN)', 'Resolución de problemas']","['Algoritmos', 'Ciencia de datos', 'Ciencias de la computación', 'Desarrollo de software', 'Español', 'Inglés', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Redes neuronales convolucionales (CNN)', 'Resolución de problemas']",[],10.0,10.0,0.0
Clarivate,Senior Data Scientist,"Barcelona, Cataluña, España",Publicado de nuevo hace 4 días,53 solicitudes,Híbrido,"['Aprendizaje automático', 'Capacidad de análisis', 'Ciencia de datos', 'Comunicación', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Python', 'Adquisición de datos\nAñadir', 'Desarrollo de productos\nAñadir', 'Investigación aplicada\nAñadir']","['Aprendizaje automático', 'Capacidad de análisis', 'Ciencia de datos', 'Comunicación', 'Inteligencia artificial', 'Procesamiento de lenguaje natural', 'Python']","['Adquisición de datos\nAñadir', 'Desarrollo de productos\nAñadir', 'Investigación aplicada\nAñadir']",10.0,7.0,3.0
Oxigent Technologies,Data Analytics Engineer (posible teletrabajo 100% en España),"Vallés Occidental, Cataluña, España",hace 4 días,81 solicitudes,Híbrido,"['SQL', 'Almacenamiento de datos\nAñadir', 'Arquitectura de datos\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Pentaho\nAñadir', 'Tableau\nAñadir']",['SQL'],"['Almacenamiento de datos\nAñadir', 'Arquitectura de datos\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Pentaho\nAñadir', 'Tableau\nAñadir']",6.0,1.0,5.0
TUI,Digital Product Manager,"Madrid, Comunidad de Madrid, España",hace 10 minutos,0 solicitudes,En remoto,"['Capacidad de análisis', 'Comunicación', 'Análisis de mercados\nAñadir', 'Gestión de productos\nAñadir', 'Lanzamiento de productos\nAñadir', 'Liderazgo de equipos multidisciplinarios\nAñadir', 'Métricas de rendimiento\nAñadir', 'Planes de desarrollo de productos\nAñadir', 'Reflexión estratégica\nAñadir', 'Visión de producto\nAñadir']","['Capacidad de análisis', 'Comunicación']","['Análisis de mercados\nAñadir', 'Gestión de productos\nAñadir', 'Lanzamiento de productos\nAñadir', 'Liderazgo de equipos multidisciplinarios\nAñadir', 'Métricas de rendimiento\nAñadir', 'Planes de desarrollo de productos\nAñadir', 'Reflexión estratégica\nAñadir', 'Visión de producto\nAñadir']",10.0,2.0,8.0
Provide,Senior Data Scientist,"Barcelona, Cataluña, España",hace 3 días,51 solicitudes,Contrato por obra,"['Aprendizaje automático', 'Ciencia de datos', 'Inteligencia artificial', 'Pandas (Software)', 'Procesamiento de lenguaje natural', 'PyTorch', 'Python', 'Large Language Models (LLM)\nAñadir']","['Aprendizaje automático', 'Ciencia de datos', 'Inteligencia artificial', 'Pandas (Software)', 'Procesamiento de lenguaje natural', 'PyTorch', 'Python']",['Large Language Models (LLM)\nAñadir'],8.0,7.0,1.0
SDG Group España,Data Engineer,"Barcelona, Cataluña, España",Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,Híbrido,"['Python', 'SQL', 'Visualización de datos', 'Almacenamiento de datos\nAñadir', 'Azure Data Factory\nAñadir', 'Base de datos SQL\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Herramientas ETL\nAñadir', 'Modelado de datos\nAñadir']","['Python', 'SQL', 'Visualización de datos']","['Almacenamiento de datos\nAñadir', 'Azure Data Factory\nAñadir', 'Base de datos SQL\nAñadir', 'Extraer, transformar y cargar (ETL)\nAñadir', 'Herramientas ETL\nAñadir', 'Modelado de datos\nAñadir']",9.0,3.0,6.0
Amazon,"Applied Scientist, ATS Machine Learning & Engineering","Barcelona, Cataluña, España",Publicado de nuevo hace 1 semana,Más de 100 solicitudes,Jornada completa,"['Ciencia de datos', 'Minería de datos', 'Reconocimiento de patrones', 'Aplicaciones empresariales\nAñadir', 'Building Models\nAñadir', 'Derecho de patentes\nAñadir', 'Distributed Computing\nAñadir', 'Informática de alto rendimiento\nAñadir', 'Numerical Optimization\nAñadir', 'Parseo\nAñadir']","['Ciencia de datos', 'Minería de datos', 'Reconocimiento de patrones']","['Aplicaciones empresariales\nAñadir', 'Building Models\nAñadir', 'Derecho de patentes\nAñadir', 'Distributed Computing\nAñadir', 'Informática de alto rendimiento\nAñadir', 'Numerical Optimization\nAñadir', 'Parseo\nAñadir']",10.0,3.0,7.0
